name,t0,t1,SPX_t0,SPX_t1,VIX_t0,VIX_t1,dVIX,F1,F2,F3,F4,F5,F6,sum_factors,residual
SVB / Credit Suisse,2023-03-15,2023-03-16,3893.21,3960.6,26.14,22.99,-3.150000000000002,-1.4166178362502286,-1.1981868364104322,-0.5458392844554041,-0.24359021396585234,-0.3041051463907891,0.018803472079337524,-3.689535845393369,-0.5395358453933667
