event,t0,t1,S_t0,S_t1,ATM_IV_t0,ATM_IV_t1,IV_t0_at_S_t1,F1_sticky_strike,F2_parallel
Feb 2020 onset,2020-02-21,2020-02-24,3337.68,3225.92,14.25433911372644,21.21809122657554,18.234161103512943,3.979821989786503,2.983930123062599
