name,t0,t1,SPX_t0,SPX_t1,VIX_t0,VIX_t1,dVIX,F1,F2,F3,F4,F5,F6,sum_factors,residual
Feb 2020 onset,2020-02-21,2020-02-24,3337.68,3225.92,17.08,25.03,7.950000000000003,3.979821989786503,2.983930123062599,1.4192877722015496,0.7178943385077723,0.9369860468884994,0.18513748103103822,10.223057751477961,2.2730577514779586
