name,t0,t1,SPX_t0,SPX_t1,VIX_t0,VIX_t1,dVIX,F1,F2,F3,F4,F5,F6,sum_factors,residual
Volmageddon,2018-02-02,2018-02-05,2760.86,2648.79,17.309999465942383,37.31999969482422,20.010000228881836,4.466707156431816,8.587095315661042,2.3594485019472096,0.5937296996674597,2.657647956572667,-0.05465830210654943,18.609970328173645,-1.4000299007081907
Covid crash,2020-03-13,2020-03-16,2710.68,2384.78,57.83000183105469,82.69000244140625,24.860000610351562,11.540079776107191,17.16403307275511,3.7727258423183585,2.811902298389157,0.16749474997738645,1.1504844473640645,36.60672018691127,11.746719576559705
