date,SPX_spot,VIX_computed,VIX_actual,F1_sticky_strike,F2_parallel_shift,F3_put_skew_grad,F4_call_skew_grad,F5_downside_conv,F6_upside_conv,sum_factors,delta_vix,delta_vix_source,diff_computed
2023-01-04,3853.39,22.088689537787356,22.010000228881836,,,,,,,,,,
2023-01-05,3808.19,22.399087612925506,22.459999084472656,0.2159188299425523,-0.14295802950596226,0.11882337157422285,0.12544231399972006,0.08623471028412766,0.03586657404122562,0.4393277703358862,0.4499988555908203,actual,-0.010671085254934098
2023-01-06,3894.2,20.79782502166606,21.1299991607666,-1.1785210365081298,-0.38630631210147826,-0.44544758214880176,-0.2931818445725831,-0.09472813610381792,-0.05531826206259538,-2.453503173497406,-1.3299999237060547,actual,-1.1235032497913515
2023-01-09,3892.52,21.660383990867686,21.969999313354492,-0.15752290171257144,0.5763529052583536,0.10250268662849393,0.009810159156369735,0.046692679696970885,0.004640844557105339,0.582476373584722,0.8400001525878906,actual,-0.2575237790031686
2023-01-10,3919.78,20.57682418695714,20.579999923706055,-0.32343891041646344,-0.6681831595076204,-0.09427523241065927,-0.11530184982527203,-0.017959934198575667,-0.014819270458936273,-1.233978356817527,-1.3899993896484375,actual,0.1560210328309104
2023-01-11,3969.31,21.135321500914973,21.09000015258789,-0.6225494754116099,1.0311607445718565,-0.17105092033342828,-0.17730443157238085,-0.06214150796803963,-0.042189346744759604,-0.044074937458361774,0.5100002288818359,actual,-0.5540751663401977
2023-01-12,3982.87,18.633958522238462,18.829999923706055,-0.1885743982346888,-2.3812340481920558,-0.04969806570048618,0.0038355702689436555,0.16871405933969896,0.09729163831410048,-2.3496652442044876,-2.260000228881836,actual,-0.0896650153226517
2023-01-13,3998.71,17.696987066758165,18.350000381469727,-0.15777312174739677,-1.0490705425199174,0.0330658381510176,-0.044717469218340966,0.19746499140757123,0.004450525912940151,-1.0165797780141261,-0.4799995422363281,actual,-0.536580235777798
2023-01-17,3990.4,19.493348693993877,19.360000610351562,0.14944365627760803,1.4385609675904156,0.08936408449483224,0.0005688142662059192,0.020920253816640866,-0.04942260866426906,1.6494351677814336,1.010000228881836,actual,0.6394349388995977
2023-01-18,3928.85,20.237949418902648,20.34000015258789,1.0591452584953558,-0.2275701254649931,0.3497690175463113,0.19342995172350896,0.13737409506546427,0.05726858430862336,1.5694167816742706,0.9799995422363281,actual,0.5894172394379424
2023-01-19,3899.16,20.462138674826768,20.520000457763672,0.6798484880421007,-0.3086298686127158,0.20430611818006028,0.10999484212132415,0.10126972621631225,0.013360658522323376,0.800149964469405,0.18000030517578125,actual,0.6201496592936238
2023-01-20,3971.98,19.68955334097582,19.850000381469727,-1.2967679038909203,0.420095067487015,-0.43714414574132476,-0.2601610927128206,-0.1348938656127885,-0.05882680087793091,-1.7676987413487701,-0.6700000762939453,actual,-1.0976986650548248
2023-01-23,4019.36,19.531152128498324,19.809999465942383,-0.8010790626089843,0.4060715016279808,-0.24787284287295108,-0.16264170078461504,-0.02664950220903961,-0.024631904824421014,-0.8568035116720303,-0.04000091552734375,actual,-0.8168025961446865
2023-01-24,4016.84,19.26842861072652,19.200000762939453,-0.004596215471451615,-0.3050773533530311,0.06198153175224519,0.0036457953178867797,0.057457827308557086,0.0038187388040533676,-0.1827696756417403,-0.6099987030029297,actual,0.4272290273611894
2023-01-25,4016.22,19.09969819322221,19.079999923706055,0.016627954228315645,-0.11584833930954375,-0.0058974005123033635,0.013876142391481494,-0.06047640568032264,0.0009312404211065939,-0.15078680846126602,-0.12000083923339844,actual,-0.030785969227867582
2023-01-26,4060.18,18.591030385098957,18.729999542236328,-0.6605549822192884,0.23036066737343575,-0.23674726270623125,-0.1675677029646181,-0.13252461140091754,-0.061002762700489654,-1.0280366546181092,-0.35000038146972656,actual,-0.6780362731483827
2023-01-27,4070.02,18.08712128214662,18.510000228881836,-0.15279921884321013,-0.29210540837393495,-0.08395883797429349,-0.0333542436297698,-0.0033623925583583514,-0.0018761018353075087,-0.5674562032148742,-0.2199993133544922,actual,-0.34745688986038203
2023-01-30,4018.18,19.731899264497525,19.940000534057617,0.7054767581725443,0.9569473000599942,0.25350396994890545,0.13918233024506677,0.055842905897065975,-0.0022177725542746884,2.108735491769302,1.4300003051757812,actual,0.6787351865935207
2023-01-31,4077.16,19.201844574096892,19.399999618530273,-0.9732076493654276,0.15542862379157185,-0.2547878451796599,-0.23277569946327858,-0.013513890535659101,-0.04569651057604318,-1.3645529713284965,-0.5400009155273438,actual,-0.8245520558011528
2023-02-01,4119.88,18.15020889740011,17.8700008392334,-0.7080374966391147,-0.43549055567808637,-0.20776854468234873,-0.11575519600930662,-0.020644657856060178,-0.0025227026249474704,-1.4902191534898641,-1.529998779296875,actual,0.03977962580701089
2023-02-02,4180.26,18.101386654561512,18.729999542236328,-0.9309813801522324,0.5041298769481752,-0.3355491339989065,-0.14574523309138598,0.0003402821534912448,-0.0017883674664957994,-0.9095939556073542,0.8599987030029297,actual,-1.769592658610284
