event,t0,t1,S_t0,S_t1,ATM_IV_t0,ATM_IV_t1,IV_t0_at_S_t1,F1_sticky_strike,F2_parallel
Covid crash,2020-03-13,2020-03-16,2710.68,2384.78,50.81361321810234,78.87534179803731,62.096813991804076,11.283200773701736,16.778527806233235
