event,t0,t1,S_t0,S_t1,ATM_IV_t0,ATM_IV_t1,IV_t0_at_S_t1,F1_sticky_strike,F2_parallel
Volmageddon,2018-02-02,2018-02-05,2760.86,2648.79,13.812297038318738,26.86609699879036,18.25291298078886,4.440615942470123,8.613184018001501
