event,t0,t1,S_t0,S_t1,ATM_IV_t0,ATM_IV_t1,IV_t0_at_S_t1,F1_sticky_strike,F2_parallel
SVB / Credit Suisse,2023-03-15,2023-03-16,3893.21,3960.6,22.579128079077517,19.964323406416856,21.162510242827288,-1.4166178362502286,-1.1981868364104322
