event,t0_date,t1_date,ΔVIX_actual,F1,F2,F3,F4,F5,F6,sum_F1_F6,higher_order,identity_check
Volmageddon,2018-02-02,2018-02-05,9.618306170506177,2.4599700070859924,4.282874360400598,0.4553428860116888,5.496686831257765,0.5697380983396059,-3.6246078115206473,9.640004371575003,-0.02169820106882625,0.0
Feb 2020 onset,2020-02-21,2020-02-24,7.170855871724317,4.220982629125402,2.785575435589479,1.079160764232718,-0.06305732264101493,-0.9822567009181213,0.10022129376163136,7.140626099150094,0.030229772574223546,0.0
Covid crash,2020-03-13,2020-03-16,23.85252497788533,10.07942323934261,13.022820754108963,10.534920551067657,0.6900040543274457,-9.491546342906517,-0.9034278949425811,23.932194360997578,-0.0796693831122468,0.0
SVB / Credit Suisse,2023-03-15,2023-03-16,-3.459213368939153,-1.9292120262400942,-2.055897797593108,0.04383522053628752,0.8278719862338733,-0.0076542573648836765,-0.4094150830682288,-3.530471957496154,0.07125858855700073,0.0
