name,t0,t1,SPX_t0,SPX_t1,VIX_t0,VIX_t1,dVIX,F1,F2,F3,F4,F5,F6,sum_factors,residual
Volmageddon,2018-02-02,2018-02-05,2760.86,2648.79,17.31,37.32,20.01,4.440615942470123,8.613184018001501,-0.2611140490447923,-0.5689219813998498,1.6723244407181141,0.0,13.896088370745096,-6.113911629254906
