name,t0,t1,SPX_t0,SPX_t1,VIX_t0,VIX_t1,dVIX,F1,F2,F3,F4,F5,F6,sum_factors,residual
Covid crash,2020-03-13,2020-03-16,2710.68,2384.78,57.83,82.69,24.86,11.283200773701736,16.778527806233235,3.9367454941249633,2.874327115146336,0.51139980589533,1.179958109364911,36.56415910446651,11.704159104466513
