date,SPX,VIX_computed,VIX_actual,delta_VIX,delta_vix_source,F1,F2,F3,F4,F5,F6,sum_factors,residual
2023-01-04,3853.39,22.088689537787356,22.010000228881836,,,,,,,,,,
2023-01-05,3808.19,22.399087612925506,22.459999084472656,0.4499988555908203,actual,0.4644717380739465,-0.09913255538332066,0.10414017278672816,0.11485786815179821,0.11262310950625576,0.04493070283484357,0.7418910359702515,0.2918921803794312
2023-01-06,3894.2,20.79782502166606,21.1299991607666,-1.3299999237060547,actual,-1.146884097220294,-0.3441532891150558,-0.4585590180429868,-0.3024553389047213,-0.18516682282979247,-0.09046751061990577,-2.5276860767327562,-1.1976861530267016
2023-01-09,3892.52,21.660383990867686,21.969999313354492,0.8400001525878906,actual,0.0,1.036813901491957,-0.041633939093362216,-0.10149517647492345,-0.035933640258640764,-0.032123308809154594,0.825627836855876,-0.014372315732014584
2023-01-10,3919.78,20.57682418695714,20.579999923706055,-1.3899993896484375,actual,-0.3309780540518261,-0.6697294493109496,-0.08558255404231474,-0.10501768889760399,0.02508753269557218,-0.0236373365369964,-1.1898575501441186,0.20014183950431885
2023-01-11,3969.31,21.135321500914973,21.09000015258789,0.5100002288818359,actual,-0.6550861764540947,1.0419869159868824,-0.1744343519845657,-0.18015219833184304,-0.10705378185962644,-0.05742803238179306,-0.13216762502504054,-0.6421678539068765
2023-01-12,3982.87,18.633958522238462,18.829999923706055,-2.260000228881836,actual,-0.16467516072130906,-2.402820280096151,-0.0425689003271188,0.014071819937282015,0.16542512308976143,0.09350371009178815,-2.337063688025747,-0.07706345914391122
2023-01-13,3998.71,17.696987066758165,18.350000381469727,-0.4799995422363281,actual,-0.13678638353319528,-1.0674016088270157,0.038928235007102074,-0.03840284305522701,0.2267709010799237,-0.0009756432436986984,-0.9778673425721109,-0.4978678003357828
2023-01-17,3990.4,19.493348693993877,19.360000610351562,1.010000228881836,actual,0.08451809025426371,1.706434979971167,0.010593002255035344,-0.06188704084818042,-0.03947581685847368,-0.08142860990421497,1.618754604869597,0.6087543759877612
2023-01-18,3928.85,20.237949418902648,20.34000015258789,0.9799995422363281,actual,0.7845768437220144,0.011570760441472316,0.27347387770638676,0.1419498659240901,0.17234650686971165,0.05029242042784077,1.434210275091516,0.45421073285518787
2023-01-19,3899.16,20.462138674826768,20.520000457763672,0.18000030517578125,actual,0.4473861411556008,-0.2912350996429929,0.20034227638105762,0.10591599118279404,0.15985857241555124,0.022658934463358094,0.6449268159553689,0.4649265107795877
2023-01-20,3971.98,19.68955334097582,19.850000381469727,-0.6700000762939453,actual,-1.2776523630176122,0.39355804103205116,-0.42860684147649764,-0.25356268024172124,-0.24469623679885188,-0.0816313092813381,-1.89259138978397,-1.2225913134900246
2023-01-23,4019.36,19.531152128498324,19.809999465942383,-0.04000091552734375,actual,-0.7745419910564308,0.4003076908517258,-0.2368117516216799,-0.15609587975854922,-0.08340942469561341,-0.032526721506279443,-0.883078077786827,-0.8430771622594833
2023-01-24,4016.84,19.26842861072652,19.200000762939453,-0.6099987030029297,actual,0.0,-0.07923678263953704,-0.00627732812713333,-0.05693223626767008,0.00071489487937626,-0.013752810194556986,-0.15548426234952117,0.4545144406534085
2023-01-25,4016.22,19.09969819322221,19.079999923706055,-0.12000083923339844,actual,0.0,-0.2748679553465827,0.044882179897012264,0.058340402035085503,-0.01293133433014404,0.01309873124528238,-0.1714779764993466,-0.05147713726594816
2023-01-26,4060.18,18.591030385098957,18.729999542236328,-0.35000038146972656,actual,-0.6444564167112539,0.23163934082776194,-0.23652484893789705,-0.16243908935257068,-0.1993217127643021,-0.08374577489282586,-1.0948485018310876,-0.744848120361361
2023-01-27,4070.02,18.08712128214662,18.510000228881836,-0.2199993133544922,actual,-0.15406722619100321,-0.2922280978377678,-0.08365659652943336,-0.028540445579153584,-0.011517199604202943,-0.004510104190611486,-0.5745196699321724,-0.3545203565776802
2023-01-30,4018.18,19.731899264497525,19.940000534057617,1.4300003051757812,actual,0.708211031291917,1.0892681077749202,0.2178730483991167,0.10900102763083197,0.11905694426598501,-0.0009969169886048235,2.242413242374166,0.8124129371983848
2023-01-31,4077.16,19.201844574096892,19.399999618530273,-0.5400009155273438,actual,-0.9477185378260344,0.13725058197448092,-0.23410073020403033,-0.22791031306494958,-0.06391053353054943,-0.057628951746586665,-1.3940184843976695,-0.8540175688703258
2023-02-01,4119.88,18.15020889740011,17.8700008392334,-1.529998779296875,actual,-0.769561995580478,-0.3519033379959282,-0.23543687711689287,-0.13375514837718327,-0.10938135319432263,-0.026275255058390456,-1.6263139673231954,-0.09631518802632044
2023-02-02,4180.26,18.101386654561512,18.729999542236328,0.8599987030029297,actual,-0.9290479070486324,0.5043739840755137,-0.33563247506347693,-0.14504924407036413,-0.10050972781180079,-0.016811674081441907,-1.0226770440002024,-1.8826757470031321
2023-02-03,4136.27,17.976949677155286,18.329999923706055,-0.39999961853027344,actual,0.56581982770766,-0.3301283319177948,0.1746969951086399,0.12441420847282814,0.0060795650159199965,0.020902244805608206,0.5617845091928615,0.9617841277231349
2023-02-06,4111.02,18.94856754385451,19.43000030517578,1.1000003814697266,actual,0.2937010321369691,0.8872377583370934,0.05594669904675342,-0.038756025217953294,0.001450976237503454,-0.043997595233651765,1.1555828453067143,0.05558246383698773
2023-02-07,4163.74,18.1483886858209,18.65999984741211,-0.7700004577636719,actual,-0.7031558981969965,-0.026374556830553786,-0.2563038954775081,-0.13827323945646697,-0.1943098148262905,-0.0182664914673758,-1.3366838962551917,-0.5666834384915198
